run_id,seed,scenario_name,attack_type,success,stealth,qber,true_qber,stolen_key_bits,key_compromised,detected,sifted_key_length,secure_key_length,eve_information,agent_messages,handoffs_attempted,handoffs_successful,llm_calls,wall_time_sec,crashed,crash_reason,timestamp
mixed_0041,42020,mixed,mixed,False,True,0.0,0.084874,0,False,False,147,2048,0,0,0,0,0,0.13051939010620117,False,,2026-07-31T14:41:04.981017+00:00
mixed_0042,43020,mixed,mixed,False,True,0.0,0.086765,0,False,False,200,2048,0,0,0,0,0,0.15764331817626953,False,,2026-07-31T14:41:05.138660+00:00
mixed_0043,44020,mixed,mixed,False,True,0.0,0.062778,0,False,False,127,2048,0,0,0,0,0,0.13398385047912598,False,,2026-07-31T14:41:05.272644+00:00
mixed_0044,45020,mixed,mixed,False,True,0.0,0.151982,0,False,False,167,2048,0,0,0,0,0,0.12852168083190918,False,,2026-07-31T14:41:05.401166+00:00
mixed_0045,46020,mixed,mixed,False,True,0.0,0.136324,0,False,False,166,2048,0,0,0,0,0,0.1331162452697754,False,,2026-07-31T14:41:05.534282+00:00
mixed_0046,47020,mixed,mixed,False,True,0.0,0.122976,0,False,False,145,2048,0,0,0,0,0,0.12679195404052734,False,,2026-07-31T14:41:05.661074+00:00
mixed_0047,48020,mixed,mixed,False,True,0.0,0.130495,0,False,False,160,2048,0,0,0,0,0,0.13180828094482422,False,,2026-07-31T14:41:05.792882+00:00
mixed_0048,49020,mixed,mixed,False,True,0.0,0.136667,0,False,False,154,2048,0,0,0,0,0,0.15586280822753906,False,,2026-07-31T14:41:05.948745+00:00
mixed_0049,50020,mixed,mixed,False,True,0.0,0.079829,0,False,False,155,2048,0,0,0,0,0,0.13053154945373535,False,,2026-07-31T14:41:06.079276+00:00
clean_base_0000,581,clean_baseline,clean_baseline,True,True,0.036029,0.036029,55,True,False,174,2048,55,0,0,0,0,0.07565498352050781,False,,2026-07-31T14:41:06.154931+00:00
clean_base_0001,1581,clean_baseline,clean_baseline,True,True,0.044641,0.044641,65,True,False,188,2048,65,0,0,0,0,0.07451820373535156,False,,2026-07-31T14:41:06.229450+00:00
clean_base_0002,2581,clean_baseline,clean_baseline,True,True,0.046405,0.046405,67,True,False,177,2048,67,0,0,0,0,0.07799410820007324,False,,2026-07-31T14:41:06.308452+00:00
clean_base_0003,3581,clean_baseline,clean_baseline,True,True,0.101307,0.101307,118,True,False,187,2048,118,0,0,0,0,0.0805048942565918,False,,2026-07-31T14:41:06.388957+00:00
clean_base_0004,4581,clean_baseline,clean_baseline,True,True,0.077399,0.077399,98,True,False,191,2048,98,0,0,0,0,0.07452797889709473,False,,2026-07-31T14:41:06.463485+00:00
clean_base_0005,5581,clean_baseline,clean_baseline,True,False,0.133448,0.133448,0,False,True,159,2048,141,0,0,0,0,0.10450148582458496,False,,2026-07-31T14:41:06.567987+00:00
clean_base_0006,6581,clean_baseline,clean_baseline,True,True,0.035,0.035,54,True,False,185,2048,54,0,0,0,0,0.0755152702331543,False,,2026-07-31T14:41:06.643502+00:00
clean_base_0007,7581,clean_baseline,clean_baseline,True,False,0.124471,0.124471,0,False,True,186,2048,135,0,0,0,0,0.07477927207946777,False,,2026-07-31T14:41:06.718281+00:00
clean_base_0008,8581,clean_baseline,clean_baseline,True,True,0.075326,0.075326,96,True,False,176,2048,96,0,0,0,0,0.07611227035522461,False,,2026-07-31T14:41:06.794394+00:00
clean_base_0009,9581,clean_baseline,clean_baseline,True,True,0.072817,0.072817,94,True,False,198,2048,94,0,0,0,0,0.07739520072937012,False,,2026-07-31T14:41:06.871789+00:00
clean_base_0010,10581,clean_baseline,clean_baseline,True,True,0.055317,0.055317,77,True,False,177,2048,77,0,0,0,0,0.0735173225402832,False,,2026-07-31T14:41:06.945306+00:00
clean_base_0011,11581,clean_baseline,clean_baseline,True,True,0.072794,0.072794,94,True,False,196,2048,94,0,0,0,0,0.1066741943359375,False,,2026-07-31T14:41:07.051980+00:00
clean_base_0012,12581,clean_baseline,clean_baseline,True,True,0.047974,0.047974,69,True,False,179,2048,69,0,0,0,0,0.07552123069763184,False,,2026-07-31T14:41:07.127502+00:00
clean_base_0013,13581,clean_baseline,clean_baseline,True,True,0.045376,0.045376,66,True,False,197,2048,66,0,0,0,0,0.07412886619567871,False,,2026-07-31T14:41:07.201630+00:00
clean_base_0014,14581,clean_baseline,clean_baseline,True,True,0.057516,0.057516,79,True,False,177,2048,79,0,0,0,0,0.0774545669555664,False,,2026-07-31T14:41:07.279085+00:00
clean_base_0015,15581,clean_baseline,clean_baseline,True,False,0.123209,0.123209,0,False,True,187,2048,134,0,0,0,0,0.07851672172546387,False,,2026-07-31T14:41:07.357602+00:00
clean_base_0016,16581,clean_baseline,clean_baseline,True,True,0.032749,0.032749,51,True,False,163,2048,51,0,0,0,0,0.07634663581848145,False,,2026-07-31T14:41:07.433948+00:00
clean_base_0017,17581,clean_baseline,clean_baseline,True,True,0.086405,0.086405,106,True,False,159,2048,106,0,0,0,0,0.10547471046447754,False,,2026-07-31T14:41:07.539423+00:00
clean_base_0018,18581,clean_baseline,clean_baseline,True,False,0.144002,0.144002,0,False,True,199,2048,148,0,0,0,0,0.07470536231994629,False,,2026-07-31T14:41:07.614129+00:00
clean_base_0019,19581,clean_baseline,clean_baseline,True,True,0.102167,0.102167,118,True,False,177,2048,118,0,0,0,0,0.07658934593200684,False,,2026-07-31T14:41:07.690718+00:00
clean_base_0020,20581,clean_baseline,clean_baseline,True,True,0.02386,0.02386,40,True,False,153,2048,40,0,0,0,0,0.07651185989379883,False,,2026-07-31T14:41:07.767230+00:00
clean_base_0021,21581,clean_baseline,clean_baseline,True,True,0.091503,0.091503,110,True,False,176,2048,110,0,0,0,0,0.07351875305175781,False,,2026-07-31T14:41:07.840748+00:00
clean_base_0022,22581,clean_baseline,clean_baseline,True,True,0.042876,0.042876,63,True,False,181,2048,63,0,0,0,0,0.07509064674377441,False,,2026-07-31T14:41:07.915839+00:00
clean_base_0023,23581,clean_baseline,clean_baseline,True,True,0.032817,0.032817,52,True,False,190,2048,52,0,0,0,0,0.10402560234069824,False,,2026-07-31T14:41:08.019865+00:00
clean_base_0024,24581,clean_baseline,clean_baseline,True,True,0.069935,0.069935,91,True,False,180,2048,91,0,0,0,0,0.07500839233398438,False,,2026-07-31T14:41:08.095873+00:00
clean_base_0025,25581,clean_baseline,clean_baseline,True,True,0.092794,0.092794,111,True,False,169,2048,111,0,0,0,0,0.07550930976867676,False,,2026-07-31T14:41:08.171382+00:00
clean_base_0026,26581,clean_baseline,clean_baseline,True,True,0.067458,0.067458,89,True,False,195,2048,89,0,0,0,0,0.07895588874816895,False,,2026-07-31T14:41:08.250338+00:00
clean_base_0027,27581,clean_baseline,clean_baseline,True,True,0.034056,0.034056,53,True,False,203,2048,53,0,0,0,0,0.07454586029052734,False,,2026-07-31T14:41:08.324884+00:00
clean_base_0028,28581,clean_baseline,clean_baseline,True,True,0.081115,0.081115,101,True,False,177,2048,101,0,0,0,0,0.07500290870666504,False,,2026-07-31T14:41:08.399887+00:00
clean_base_0029,29581,clean_baseline,clean_baseline,True,True,0.055526,0.055526,77,True,False,190,2048,77,0,0,0,0,0.10474109649658203,False,,2026-07-31T14:41:08.504628+00:00
clean_base_0030,30581,clean_baseline,clean_baseline,True,True,0.043529,0.043529,64,True,False,205,2048,64,0,0,0,0,0.07603716850280762,False,,2026-07-31T14:41:08.580665+00:00
clean_base_0031,31581,clean_baseline,clean_baseline,True,True,0.094981,0.094981,113,True,False,197,2048,113,0,0,0,0,0.07582974433898926,False,,2026-07-31T14:41:08.656495+00:00
clean_base_0032,32581,clean_baseline,clean_baseline,True,True,0.076209,0.076209,97,True,False,188,2048,97,0,0,0,0,0.07540416717529297,False,,2026-07-31T14:41:08.731899+00:00
clean_base_0033,33581,clean_baseline,clean_baseline,True,True,0.079373,0.079373,99,True,False,166,2048,99,0,0,0,0,0.07543110847473145,False,,2026-07-31T14:41:08.807330+00:00
clean_base_0034,34581,clean_baseline,clean_baseline,True,True,0.053987,0.053987,75,True,False,178,2048,75,0,0,0,0,0.07424378395080566,False,,2026-07-31T14:41:08.881574+00:00
clean_base_0035,35581,clean_baseline,clean_baseline,True,True,0.080219,0.080219,100,True,False,192,2048,100,0,0,0,0,0.07651829719543457,False,,2026-07-31T14:41:08.958092+00:00
clean_base_0036,36581,clean_baseline,clean_baseline,True,False,0.124622,0.124622,0,False,True,193,2048,135,0,0,0,0,0.11079049110412598,False,,2026-07-31T14:41:09.069882+00:00
clean_base_0037,37581,clean_baseline,clean_baseline,True,True,0.070752,0.070752,92,True,False,179,2048,92,0,0,0,0,0.07419967651367188,False,,2026-07-31T14:41:09.144082+00:00
clean_base_0038,38581,clean_baseline,clean_baseline,True,True,0.085844,0.085844,105,True,False,163,2048,105,0,0,0,0,0.07949662208557129,False,,2026-07-31T14:41:09.223579+00:00
clean_base_0039,39581,clean_baseline,clean_baseline,True,True,0.076161,0.076161,97,True,False,195,2048,97,0,0,0,0,0.07500386238098145,False,,2026-07-31T14:41:09.298583+00:00
clean_base_0040,40581,clean_baseline,clean_baseline,True,True,0.05817,0.05817,80,True,False,209,2048,80,0,0,0,0,0.07534074783325195,False,,2026-07-31T14:41:09.373923+00:00
clean_base_0041,41581,clean_baseline,clean_baseline,True,True,0.049265,0.049265,70,True,False,163,2048,70,0,0,0,0,0.07650566101074219,False,,2026-07-31T14:41:09.450429+00:00
clean_base_0042,42581,clean_baseline,clean_baseline,True,True,0.056579,0.056579,78,True,False,167,2048,78,0,0,0,0,0.10550665855407715,False,,2026-07-31T14:41:09.555936+00:00
clean_base_0043,43581,clean_baseline,clean_baseline,True,True,0.046487,0.046487,67,True,False,162,2048,67,0,0,0,0,0.07566118240356445,False,,2026-07-31T14:41:09.631597+00:00
clean_base_0044,44581,clean_baseline,clean_baseline,True,True,0.072794,0.072794,94,True,False,157,2048,94,0,0,0,0,0.0780024528503418,False,,2026-07-31T14:41:09.709599+00:00
clean_base_0045,45581,clean_baseline,clean_baseline,True,True,0.058905,0.058905,80,True,False,177,2048,80,0,0,0,0,0.07551312446594238,False,,2026-07-31T14:41:09.785112+00:00
clean_base_0046,46581,clean_baseline,clean_baseline,True,True,0.042817,0.042817,63,True,False,177,2048,63,0,0,0,0,0.09605193138122559,False,,2026-07-31T14:41:09.881164+00:00
clean_base_0047,47581,clean_baseline,clean_baseline,True,True,0.083529,0.083529,103,True,False,189,2048,103,0,0,0,0,0.07750630378723145,False,,2026-07-31T14:41:09.958671+00:00
clean_base_0048,48581,clean_baseline,clean_baseline,True,True,0.063143,0.063143,84,True,False,190,2048,84,0,0,0,0,0.10858488082885742,False,,2026-07-31T14:41:10.067256+00:00
clean_base_0049,49581,clean_baseline,clean_baseline,True,True,0.082516,0.082516,102,True,False,163,2048,102,0,0,0,0,0.0769038200378418,False,,2026-07-31T14:41:10.144159+00:00
